,Year,Month,Day,Trial,Ablation,Darkness,Flow,Fish,Tailbeat_Num,X,Y,Z,Yaw Heading,Pitch Heading,Speed,TB_Frequency,Fish_Length
1,2020,07,28,29,N,N,2,individual4,1,,,,,,,2.1428571428571432,
2,2020,07,28,29,N,N,2,individual4,2,3.074065467029789,1.3940839965900695,-1.664477088919596,-1.9754116858509945,2.92809288201716,4.818163026660181,2.1428571428571432,5.138914055819521
3,2020,07,28,29,N,N,2,individual4,3,3.2213584888769007,1.3454783185358898,-1.9547200839708363,-0.6259273111610388,3.0725064405380347,3.236686484022519,2.1428571428571432,5.414032178131808
4,2020,07,28,29,N,N,2,individual4,4,,,,,,,2.1428571428571432,
5,2020,07,28,29,N,N,2,individual4,5,,,,,,,2.1428571428571432,
6,2020,07,28,29,N,N,2,individual4,6,,,,,,,2.1428571428571432,
0,2020,07,28,29,N,N,2,individual5,0,2.2442017075631693,1.4355679017722067,0.32624595148718877,-2.8369293773632935,1.245493269920996,2.2377826190284567,1.3043478260869565,3.511652672370323
1,2020,07,28,29,N,N,2,individual5,1,2.2401997486497796,1.4043268392488144,0.10296727509953592,-2.973239484127441,1.13018033570105,2.1179926519788808,1.3043478260869565,3.7732213314597645
2,2020,07,28,29,N,N,2,individual5,2,2.2427538018120914,1.4751658311910079,0.1506649490969274,3.0198744915250666,0.8757224554634876,2.474336818779717,1.3570326219998936,4.04254286952879
3,2020,07,28,29,N,N,2,individual5,3,2.1504273640029252,1.52741147705536,0.5105678336104461,3.006140895114299,0.8291380899793321,2.7216778099539654,1.3953488372093021,3.8916326257400384
4,2020,07,28,29,N,N,2,individual5,4,2.0734932628387774,1.5776675730621992,0.6900056757075896,3.0248186369513177,1.0330787792856753,2.3208568392425546,1.3953488372093021,3.249783802477572
5,2020,07,28,29,N,N,2,individual5,5,2.0104328817496837,1.6082839285050687,0.9787935838892496,-2.9799682199356208,0.9177166922705698,5.502998621187825,1.3953488372093021,2.815712585511311
6,2020,07,28,29,N,N,2,individual5,6,2.07643246457161,1.5033739691526191,1.0794260939843092,-2.754494388576065,1.4438765865030099,3.0685146396972107,1.3953488372093021,2.7979706828295776
0,2020,07,28,29,N,N,2,individual6,0,1.572418561882588,1.6407792058529458,3.2779269010541534,-2.6907601945026993,2.13296530709621,9.967665265613523,1.3636363636363635,1.9122252348669508
1,2020,07,28,29,N,N,2,individual6,1,1.6283107545004094,1.6910134898647082,2.989951129373152,-2.7516365186277425,2.5974713859584346,1.9411426623333516,1.3636363636363635,2.256484550867735
2,2020,07,28,29,N,N,2,individual6,2,1.6785932501347662,1.6416046595844285,2.940892166826447,-2.758058696071392,2.396655357306153,2.1876655460127234,1.3636363636363635,2.437516784867268
3,2020,07,28,29,N,N,2,individual6,3,1.7508406524647104,1.6390661597183023,2.5988298518218707,-2.9529745915964893,2.1559129862391004,4.2553049145084385,3.028708133971292,1.5392102680358135
4,2020,07,28,29,N,N,2,individual6,4,1.8882739972394282,1.645349006267524,2.337467997809023,-3.0255074369996167,1.874412712602961,2.4671748700614575,4.042105263157896,1.0696714057721295
5,2020,07,28,29,N,N,2,individual6,5,2.0352241179279544,1.6136524379558865,2.0126519956621833,-2.953269022115968,1.9366120375551017,2.269334967938046,1.2,1.2992073247092804
6,2020,07,28,29,N,N,2,individual6,6,2.2508542457481564,1.4999535524553618,1.3398921198228841,-2.435154036809163,2.6991170629864385,3.1278900392027196,1.2,1.8018060766551642
0,2020,07,28,29,N,N,2,individual7,0,2.6542730828013865,1.5412615447219025,3.466391808567427,-3.024480318762294,0.8639330047482325,2.071772515273861,7.697368421052632,1.6400624436540132
1,2020,07,28,29,N,N,2,individual7,1,2.692359343302681,1.4754024618732,3.5979000792306395,-2.9565943120922182,0.5541547994237004,3.4990653286376143,3.051619433198381,2.239768266699723
2,2020,07,28,29,N,N,2,individual7,2,2.791729960765995,1.3699219105209246,4.083393973761481,-2.894917301133083,0.22772888518332912,5.009021986261383,1.5384615384615388,4.1566584884854505
3,2020,07,28,29,N,N,2,individual7,3,2.591003886662966,1.5359670445405453,-0.383164899041448,3.1055770814665866,1.3861890452014947,2.1601757763389875,1.659919028340081,4.15540334971755
4,2020,07,28,29,N,N,2,individual7,4,2.664047907890024,1.5523390802423174,-0.621010854702376,3.050338875897885,1.1290713298305417,3.2394543336627306,2.0,4.618807808756841
5,2020,07,28,29,N,N,2,individual7,5,2.7314587331326816,1.5287637389453073,-1.023408388176085,-3.1146550567993825,1.4431761436265986,1.900331761043364,2.1520467836257313,4.875334643198342
6,2020,07,28,29,N,N,2,individual7,6,2.814817092791513,1.5190605483452537,-1.2192451341440254,-3.08294018233592,1.4718500527544842,1.8520544770286302,4.795321637426901,5.12193367578911
0,2020,07,28,29,N,N,2,individual8,0,2.16490312452933,1.8871867409029515,-0.9030297619845236,-2.68465886419786,1.324393983968249,2.1065763206126684,1.3636363636363635,4.408365662175708
1,2020,07,28,29,N,N,2,individual8,1,2.1395226381871533,1.7955446898566512,-0.826692678721032,-2.6529653746375645,1.28189719594294,2.2205733387480655,1.3636363636363635,4.417566996627961
