,Year,Month,Day,Trial,Tailbeat_Num,Ablation,Darkness,Flow,X_Center,Y_Center,X_SD,Y_SD,Z_SD,School_Polar,School_Speed,School_TB_Freq,NND,Area
11,2020,07,28,11,11,N,N,0,-0.04437300873313262,0.0050603619217651176,1.4101490272001305,0.6945220917519864,0.23211183577573663,0.35464538700458187,1.4158492052556608,2.2799519043553977,640.3839951935748,0.10765254013373773
12,2020,07,28,11,12,N,N,0,-0.05955866642343849,0.016255692003114507,1.6044526797900145,0.6833226216494194,0.23801220854333424,0.3457133376831076,4.19929260434755,1.8470033739960592,1279.8720210440083,0.09212181436321154
13,2020,07,28,11,13,N,N,0,-0.06947645858173844,0.0183494670243481,1.7720638800033677,0.7009066302027905,0.3502254388316507,0.26701173116645166,0.8484633094001384,2.7908205491996734,1736.608263514244,0.07147766619639342
14,2020,07,28,11,14,N,N,0,-0.06904468353730776,0.0196459960770607,1.776696539505807,0.8074224423248964,0.47589551335180724,0.279996696234716,3.1808162179625663,2.3148279839007593,1279.7905138460985,0.19026385980000557
0,2021,08,03,11,0,Y,N,2,0.24878869351743016,-0.014661378977767519,1.102783651578764,0.7734421558819075,0.7142532490608166,0.4046021636106579,6.20822330421139,3.448333373497847,1371.3301232064293,0.22662328479821675
1,2021,08,03,11,1,Y,N,2,0.23464922613163955,0.0005588538107226593,1.0554033878108016,0.6832067663950251,0.9175776541351554,0.2382545068182536,8.50084174590619,2.085302764701561,1371.363964608985,0.2541225270936397
2,2021,08,03,11,2,Y,N,2,0.22068409265152902,0.040415436921929275,1.0960552159501662,0.5678649547750769,0.9289454272643018,0.057770089122082154,7.437035436644856,1.7286442301899427,731.8332749056411,0.22174776936936866
3,2021,08,03,11,3,Y,N,2,0.2041253319431813,0.06327585268946401,1.176712894147457,0.5293309320134617,1.4121581132415604,0.14598359182065232,4.725330295685054,1.7637229027389416,366.4970713620398,0.3766141815800669
4,2021,08,03,11,4,Y,N,2,0.19096148551910086,0.06790598036295,1.290554442211235,0.5778461152921761,1.566868631503029,0.3564816810925664,5.2432568471137735,2.101548474941255,92.6526825544392,0.5431780706033177
5,2021,08,03,11,5,Y,N,2,0.17565981191022828,0.07194847336378202,1.2771101281147452,0.6902706759693864,1.7517024842937914,0.3190822100331126,2.888193397323971,2.6236799893843576,1.5149117912321095,0.7074736782005434
6,2021,08,03,11,6,Y,N,2,0.16213425164788464,0.07199585863867035,1.2599082479967947,0.7558930552929276,1.8138548876367186,0.3075844121953514,2.716001311474453,2.1930186179553566,1.5483218878377103,0.7959613689089347
7,2021,08,03,11,7,Y,N,2,0.15826566047793267,0.07837413971345908,1.1963463796847176,0.7076064088106492,1.9460964513492245,0.5117362590229998,5.208134652833115,1.6474918195683201,458.31120195056866,0.7545508739901743
8,2021,08,03,11,8,Y,N,2,0.15477639888580935,0.09177802357375088,1.2088174571528993,0.7731336859249628,2.179124175337556,0.3783820170709329,4.009381619243698,1.8521446174213239,458.4403073437349,0.8594567101748218
9,2021,08,03,11,9,Y,N,2,0.14228342893299545,0.09737250398559726,1.2027851216811574,0.7956845314607296,2.58622229278794,0.36938554640636245,7.038788658792734,3.5041503426989844,2011.455462100394,0.7153158300773975
10,2021,08,03,11,10,Y,N,2,0.12642680685211696,-0.03599890251626518,0.936775572136152,0.8376376558260865,5.638448641811724,0.229525298935904,18.189403769700526,2.355515989438114,2012.660891854436,1.0877089811626128
11,2021,08,03,11,11,Y,N,2,0.09699093771119101,-0.4783640313773711,1.1253786951138707,0.872279504671809,19.5152324599398,0.26523009915102436,28.43320468614716,2.5969052641065913,1926.34148171806,2.7150726616117287
12,2021,08,03,11,12,Y,N,2,0.11186076558159423,-0.1854350242115844,0.8589501408726822,0.750546552018606,10.116253459424463,0.6517416475178365,11.160794882680728,2.215585483807638,5.029580278505893,1.9763611655655762
13,2021,08,03,11,13,Y,N,2,0.11535031630474986,-0.028160086199115725,0.6989267272872399,0.7530495369517392,4.432337188894316,0.7286607101215848,4.4278661875291006,2.5525105265796495,2.7467135619835776,0.9464161284781575
14,2021,08,03,11,14,Y,N,2,0.11651981836091611,0.031049171638140038,0.6609969267841764,0.7912553447386466,2.4115990156994016,0.7405073412803018,2.6647090114662815,1.9457815724647105,1.7297407960054771,0.5545521139105714
15,2021,08,03,11,15,Y,N,2,0.12017735806842784,0.054621356669820445,0.7134135791391546,0.773855224647939,1.4969727370099384,0.5919574543459868,5.2039584959391885,1.5411004561905681,1919.5359104669692,0.3073486658738514
