,Year,Month,Day,Trial,Ablation,Darkness,Flow,X_Center,Y_Center,X_SD,Y_SD,School_Speed,School_TB_Freq,NND
10,2021,07,07,19,N,Y,0,1221.9599354626678,334.9693327067669,391.6804547092333,391.6804547092333,5.792038829424749,1.6929769027770873,0.33568923293135705
11,2021,07,07,19,N,Y,0,1260.2404793233081,315.724530075188,404.48387503514505,404.48387503514505,1.0280239638672266,2.0990916343398527,0.33895241982488444
12,2021,07,07,19,N,Y,0,1297.5471531954888,314.3854586466165,427.14556100465035,427.14556100465035,1.1941388785956655,1.3984126049818777,0.290082911673946
13,2021,07,07,19,N,Y,0,1311.5320592105263,300.31456390977445,422.0843307231415,422.0843307231415,0.9587055019323583,1.8924149669989452,0.3084787354824935
14,2021,07,07,19,N,Y,0,1344.603980263158,309.2117631578947,419.5473680800173,419.5473680800173,0.7899412184540925,2.3805194104183767,0.27336819439557997
15,2021,07,07,19,N,Y,0,1383.7719915413531,335.6442042606517,395.3359451802509,395.3359451802509,8.581585203728487,1.265834609173425,0.22136011947860887
16,2021,07,07,19,N,Y,0,1483.1423834586465,366.059734962406,271.93933692243706,271.93933692243706,2.4657869482510995,2.2367126383221314,
17,2021,07,07,19,N,Y,0,1380.4989407894736,350.7171447368421,398.89781140088405,398.89781140088405,0.5318839946228703,2.6911067674299343,
18,2021,07,07,19,N,Y,0,1326.153424529398,371.26874180034207,397.2929762555191,397.2929762555191,3.003120421199704,3.7322818397347923,
0,2021,08,03,11,Y,N,2,716.5325629751784,511.2194047458895,227.9007168860775,227.9007168860775,1.4893876694816963,3.646224990056242,0.27934721421463854
1,2021,08,03,11,Y,N,2,756.9055059745393,533.6302737022473,218.41086174647089,218.41086174647089,1.3506581224201095,2.955212572503408,
2,2021,08,03,11,Y,N,2,798.9980263157895,532.9265072183156,231.40676558106958,231.40676558106958,1.3570655152267888,2.35401414721013,0.1940563646863439
3,2021,08,03,11,Y,N,2,834.8140263157895,529.3071644736842,246.39877454583194,246.39877454583194,1.3932919101604602,2.543170800805842,0.25862529777112986
4,2021,08,03,11,Y,N,2,887.2388486842104,501.78642763157904,260.0214384832572,260.0214384832572,1.4076902554301574,1.8646930891948794,
5,2021,08,03,11,Y,N,2,931.8646710526315,485.46346710526313,259.4752616929644,259.4752616929644,1.2531837036780253,2.112339703580605,0.37656941421762247
6,2021,08,03,11,Y,N,2,972.2425855263159,465.07753289473686,259.21669654852803,259.21669654852803,1.4641006501884,2.1250059971498345,0.21732368799387375
7,2021,08,03,11,Y,N,2,996.8413224119162,435.93368477949355,267.1432410113034,267.1432410113034,1.947982310427087,1.8428427035671964,
8,2021,08,03,11,Y,N,2,1009.2431010954908,412.8644096061582,282.1147421845455,282.1147421845455,1.7201140876556495,2.2155899295247714,
9,2021,08,03,11,Y,N,2,1033.1953333312895,402.0217322783048,293.3165763250948,293.3165763250948,1.6574118391441592,2.3940204927316384,0.2637585305581069
10,2021,08,03,11,Y,N,2,1069.212067937742,392.54252630143935,278.7388758496777,278.7388758496777,1.4979602529307818,3.162460886696957,
11,2021,08,03,11,Y,N,2,1095.3685903460087,382.43385208591786,246.2748636409567,246.2748636409567,2.144523080514324,2.7229647474290766,
12,2021,08,03,11,Y,N,2,1095.230315789474,360.4584868421053,208.34082375367947,208.34082375367947,1.7950757611898676,2.822212109269765,
13,2021,08,03,11,Y,N,2,1107.5310592105263,347.87825657894734,182.84867519036487,182.84867519036487,1.810260317381025,2.7280391985139727,0.23897129334132156
14,2021,08,03,11,Y,N,2,1115.8216513157893,344.5845921052632,162.2376840508483,162.2376840508483,1.9203632040403682,2.680734948439639,
15,2021,08,03,11,Y,N,2,1121.8842747982937,346.80206598843813,152.85217574540297,152.85217574540297,2.206153425622816,2.362092811502231,
16,2021,08,03,11,Y,N,2,1131.3874175487147,369.8379086593177,165.36187971328798,165.36187971328798,1.8054393270049245,2.4525764340909055,
17,2021,08,03,11,Y,N,2,1136.0230183192004,380.1060065949252,181.3657929051302,181.3657929051302,2.0259542219535738,2.7517454196518574,
18,2021,08,03,11,Y,N,2,1128.7148380246078,364.96435271402305,190.856417044745,190.856417044745,2.5581828514205194,3.0477257507311553,
19,2021,08,03,11,Y,N,2,1120.6548143834098,361.4282456380459,207.90008348576194,207.90008348576194,2.625942553157342,3.4532994563074317,
