,Year,Month,Day,Trial,Ablation,Darkness,Flow,X_Center,Y_Center,X_SD,Y_SD,School_Speed,School_TB_Freq,NND
2,2021,03,25,10,N,N,0,907.7925413533835,450.88019548872177,395.3424361905595,395.3424361905595,1.3766140313000947,2.069713142339913,0.5233311113948876
3,2021,03,25,10,N,N,0,964.1922922932331,482.72556766917296,421.6137651767702,421.6137651767702,1.3640382671423266,2.7594125047746876,0.44913916167547363
4,2021,03,25,10,N,N,0,974.784052631579,517.2676644736842,400.7871937781165,400.7871937781165,1.2518598745004266,1.947109776365514,0.40981991706880966
5,2021,03,25,10,N,N,0,954.6498354481541,564.945565180707,365.4656358214178,365.4656358214178,1.1844181725933174,2.1518372667842325,
6,2021,03,25,10,N,N,0,944.0905386457816,566.1354662312461,307.13176624522094,307.13176624522094,1.790476224957789,1.728623763391502,
7,2021,03,25,10,N,N,0,929.7314403315809,558.9276899327242,254.17654945499473,254.17654945499473,1.4659174823429544,1.9815439247665272,
8,2021,03,25,10,N,N,0,931.0947864647175,555.281497354069,213.21133498822937,213.21133498822937,1.76823980593715,3.233405324161047,
9,2021,03,25,10,N,N,0,960.5417631578947,546.28425,217.24235591307857,217.24235591307857,0.32681694711766673,2.7832511412294663,
10,2021,03,25,10,N,N,0,956.2887842886686,525.8952238347481,219.28562582050927,219.28562582050927,0.8756967639804093,2.460104752533871,
11,2021,03,25,10,N,N,0,972.0920011455648,506.1056522219915,239.31262374253515,239.31262374253515,0.9601642758341488,2.4915837652109443,0.25609326221445156
12,2021,03,25,10,N,N,0,984.9562657823066,480.3321460599138,259.3493351696338,259.3493351696338,0.9832758915979264,2.1049203927943028,0.2525621071262616
13,2021,03,25,10,N,N,0,1017.8526441540077,459.82651118183736,282.5081236108821,282.5081236108821,1.6111900563019779,1.9770949896834422,0.28428122437453085
14,2021,03,25,10,N,N,0,1046.3419147591937,434.6196590393882,287.311521116323,287.311521116323,1.0940418062754234,2.4473799730540713,0.37376897286387384
15,2021,03,25,10,N,N,0,1054.0721447368421,407.9028092105263,278.93946407477523,278.93946407477523,0.455819560177383,2.412932616367417,0.2473811791157639
16,2021,03,25,10,N,N,0,1050.8472421703366,377.9392053727774,264.85727611445236,264.85727611445236,0.5578770364308356,2.3930002453682384,
17,2021,03,25,10,N,N,0,1032.3273478377882,357.2471355886275,257.11370040359583,257.11370040359583,0.4592281904813414,2.1701968564403455,
18,2021,03,25,10,N,N,0,1002.835133152745,360.1453742696526,258.5941427631407,258.5941427631407,0.9026183247034654,2.0696379428964566,
0,2020,07,28,29,N,N,2,885.3710722723685,491.1283285980263,120.75138557372817,120.75138557372817,2.0968440635473384,2.6336746221614646,0.3872653348693912
1,2020,07,28,29,N,N,2,878.7590330098683,505.3028597559211,126.16217336684164,126.16217336684164,2.0188816200988278,2.4660547033805544,0.2382832872715617
2,2020,07,28,29,N,N,2,885.2051080414473,519.5040557407896,144.1158265587728,144.1158265587728,1.8223070754964856,2.205751678661895,
3,2020,07,28,29,N,N,2,906.0598978302631,521.2556973282896,186.10265796538377,186.10265796538377,1.5370346320579227,2.3150644756389833,
4,2020,07,28,29,N,N,2,936.1071489026317,530.3085252131578,228.56933170570238,228.56933170570238,1.5340281306612902,2.2020570531093626,0.25089763311429636
5,2020,07,28,29,N,N,2,961.2301335493421,537.4465764361842,245.712325118144,245.712325118144,1.7943701234457479,2.3735475399224732,0.2555667825404355
6,2020,07,28,29,N,N,2,969.1384048664473,545.5704770723685,212.6524808051841,212.6524808051841,1.8733803828939077,3.042299208683967,0.3195024534510363
0,2021,03,25,24,N,N,0,859.2613421052632,324.80524342105264,368.1963740650068,368.1963740650068,0.4019495437988455,3.68028907209984,0.23988581742890583
1,2021,03,25,24,N,N,0,876.1100789473684,325.1906644736842,373.93315746459365,373.93315746459365,0.32244923058672065,2.4778885539900792,0.2303018796180308
2,2021,03,25,24,N,N,0,887.016096384218,320.33623684210534,392.90668638398597,392.90668638398597,0.2534108342711634,2.9011208540676945,0.25583944464582753
3,2021,03,25,24,N,N,0,882.815052631579,319.2396842105263,407.8220987696148,407.8220987696148,0.2656680662658867,2.7817227277366596,
4,2021,03,25,24,N,N,0,877.4772302631578,326.27364473684213,429.99441933006455,429.99441933006455,0.9066600946831433,2.5013153810873927,0.20043926441061385
5,2021,03,25,24,N,N,0,879.3219367794487,380.28452174185463,479.72978870184687,479.72978870184687,7.796534131167786,1.9836936173195487,
6,2021,03,25,24,N,N,0,870.722215694653,402.09005723480334,475.0296126418251,475.0296126418251,12.414223976041631,1.4881209970331075,
7,2021,03,25,24,N,N,0,779.8796048787532,397.22049217728113,465.1368725791651,465.1368725791651,10.413549597455619,1.5755561314062292,
8,2021,03,25,24,N,N,0,771.7034595882641,421.63457143871284,451.58039819260335,451.58039819260335,12.323765631450312,1.7537878397150848,
9,2021,03,25,24,N,N,0,710.9894147492926,448.58756885461986,425.5060052689811,425.5060052689811,4.06510311083091,1.6665942412598764,
10,2021,03,25,24,N,N,0,700.3636167625376,443.47227462028826,403.3443534195967,403.3443534195967,2.9414660935234567,2.207583312704482,
11,2021,03,25,24,N,N,0,675.4322331667291,451.0345799301243,383.3449324370452,383.3449324370452,2.5923186360725365,2.4494951469286574,
12,2021,03,25,24,N,N,0,627.1632462406013,453.28805921052634,371.15251360919063,371.15251360919063,7.074016310583392,2.4792366926234206,
13,2021,03,25,24,N,N,0,660.0866920968127,406.71615545811886,328.88160619041355,328.88160619041355,10.469165924559325,2.544375509401084,
14,2021,03,25,24,N,N,0,605.1968242481203,422.46997086466166,317.62725986652197,317.62725986652197,6.331046789714997,1.8992809956230337,
15,2021,03,25,24,N,N,0,592.2022447092447,421.7478351573353,297.2033478735798,297.2033478735798,8.237209856956227,2.0933085746921645,
0,2021,10,08,21,N,Y,2,1053.0018571428573,417.1930037593985,476.4495850466981,476.4495850466981,6.200500831052512,4.602541099251626,0.4256917341947349
1,2021,10,08,21,N,Y,2,1017.0947478070176,391.95585714285716,462.9683355632217,462.9683355632217,9.945262004877288,3.503263245003259,
2,2021,10,08,21,N,Y,2,1014.129233082707,395.79383176691726,494.1337987252584,494.1337987252584,3.996029819112582,2.6950813030140166,
3,2021,10,08,21,N,Y,2,1001.1481466165415,382.2797318295739,485.6472728462384,485.6472728462384,5.285146619000058,3.141356926639184,
4,2021,10,08,21,N,Y,2,1002.7270272556391,366.32656672932336,435.44716309897825,435.44716309897825,2.746994795687076,3.534591533812448,
5,2021,10,08,21,N,Y,2,986.871317669173,396.88664003759396,402.3312519421128,402.3312519421128,4.342201161586862,3.241920600775421,0.36882132347322116
6,2021,10,08,21,N,Y,2,995.7960855263157,438.25718609022556,379.46855908171926,379.46855908171926,4.130932844554452,3.1933546948670104,0.3699756353935662
7,2021,10,08,21,N,Y,2,966.7812590852132,450.85173120300755,401.15947883908353,401.15947883908353,3.602389409500237,2.898125627409528,0.27978215793127625
8,2021,10,08,21,N,Y,2,963.62960715781,508.7792932368774,456.7489991793498,456.7489991793498,6.583638277520439,2.429947059157133,
9,2021,10,08,21,N,Y,2,915.8762302940702,551.743266110288,453.1760456353975,453.1760456353975,5.417084123189874,2.8163953375711053,
10,2021,10,08,21,N,Y,2,930.6716315789473,547.103125,451.79465388713356,451.79465388713356,2.794193055943564,2.7460901585329616,
11,2021,10,08,21,N,Y,2,928.9976315789472,556.7397368421052,448.8923336822786,448.8923336822786,2.1552056904198658,3.538319674026492,
12,2021,10,08,21,N,Y,2,927.4739276315788,554.689129699248,456.08415954507876,456.08415954507876,3.9006305347195145,3.203067318650985,
13,2021,10,08,21,N,Y,2,906.7467972028801,567.4731353734123,472.0733327120338,472.0733327120338,3.8805353853732534,3.1735171775837,
14,2021,10,08,21,N,Y,2,918.4253421052632,564.1847894736842,483.50762718997726,483.50762718997726,2.1659318979368143,2.979316302645372,
15,2021,10,08,21,N,Y,2,970.7977530075188,575.0030873433584,443.12782515953126,443.12782515953126,16.05868237770078,2.577797873820064,
16,2021,10,08,21,N,Y,2,1073.2719598997494,587.9307832080201,395.4595123496485,395.4595123496485,4.035423877504904,2.857758383511611,
0,2021,10,06,57,Y,N,0,1149.1934187305192,395.3635306436868,215.73995867308994,215.73995867308994,0.4784975974179074,2.4813030195740224,0.29326554520120346
1,2021,10,06,57,Y,N,0,1158.5332171052632,411.8958092105263,198.91997932103192,198.91997932103192,0.24386049329129728,1.8443458000183417,0.2258179357506911
2,2021,10,06,57,Y,N,0,1155.970342105263,411.8702631578948,173.43277180970364,173.43277180970364,0.2910837225154501,1.9296176146606105,
3,2021,10,06,57,Y,N,0,1149.0900921052632,408.86199342105266,141.75204343705965,141.75204343705965,0.18932916556771887,1.8043133738988135,
4,2021,10,06,57,Y,N,0,1148.2631710526318,404.6107368421052,130.93056037169552,130.93056037169552,0.15234380989561314,1.82546778418973,
5,2021,10,06,57,Y,N,0,1149.7823092105261,401.1468956766917,128.3352333892683,128.3352333892683,0.5343376568743899,1.7999440866068284,0.16166012218367043
6,2021,10,06,57,Y,N,0,1157.2084359179637,397.7860899039853,134.1152683629717,134.1152683629717,1.580198718804851,1.9690298048724793,
7,2021,10,06,57,Y,N,0,1160.270769736842,397.2878289473685,147.7033080935793,147.7033080935793,0.15202968702498795,2.205063071240225,
8,2021,10,06,57,Y,N,0,1163.6543289473684,392.84659210526314,164.0046223524176,164.0046223524176,0.1417618987743138,2.5093096814071005,
9,2021,10,06,57,Y,N,0,1169.776052631579,389.0591710526316,180.8994953963466,180.8994953963466,0.24802439125547243,2.05044134609352,
10,2021,10,06,57,Y,N,0,1171.6325592105263,382.0812368421052,197.61074415565926,197.61074415565926,0.2151104179607096,1.9967381210997979,
11,2021,10,06,57,Y,N,0,1174.357217105263,377.42238157894735,213.75589759977467,213.75589759977467,0.11342568538969637,2.1472860026477187,
12,2021,10,06,57,Y,N,0,1179.1464210526315,372.0070065789473,227.54211596406094,227.54211596406094,0.363195455254561,1.843225457458141,
13,2021,10,06,57,Y,N,0,1190.563894736842,359.752177631579,236.56031089553107,236.56031089553107,0.19311751542785544,2.019412695087026,
14,2021,10,06,57,Y,N,0,1198.4379934210529,355.8483157894737,249.6542696300654,249.6542696300654,0.31025388694143174,1.7598943832736553,0.21519168722759904
15,2021,10,06,57,Y,N,0,1213.4866381578947,356.93642763157897,255.2871984779967,255.2871984779967,0.25669187818001094,1.7589676615904388,
0,2021,07,07,27,N,Y,2,1188.5693130664865,387.52635942548955,311.7418013979552,311.7418013979552,1.7663955734147778,4.369724046185503,
1,2021,07,07,27,N,Y,2,1223.263119187078,399.307319825381,297.43967983864184,297.43967983864184,1.5910815509313003,2.919934762657792,0.2433059137931207
2,2021,07,07,27,N,Y,2,1273.9421071428571,400.0429830827067,278.7241060040771,278.7241060040771,2.4576090539675435,2.274472892788406,
3,2021,07,07,27,N,Y,2,1311.6892001879698,387.1506851503759,267.764328442115,267.764328442115,4.2812520762709525,3.045535383311275,
4,2021,07,07,27,N,Y,2,1298.991111737695,401.53396954192203,276.38530632287046,276.38530632287046,3.204415501277414,3.0161700212633997,
5,2021,07,07,27,N,Y,2,1281.36596772685,409.819156363177,271.5746519440491,271.5746519440491,2.576621463066811,2.839710753905196,
6,2021,07,07,27,N,Y,2,1264.6982468671679,423.9354598997494,302.85324750218706,302.85324750218706,3.765351228948154,3.2793885619865044,
7,2021,07,07,27,N,Y,2,1237.877279502858,417.42485542508706,316.2902386853987,316.2902386853987,4.122607019058367,3.0462786204055674,
8,2021,07,07,27,N,Y,2,1204.854062633071,431.6410948565047,323.15360209170495,323.15360209170495,10.181872809918293,2.4033518482816065,
9,2021,07,07,27,N,Y,2,1188.6726709160766,447.7135000592449,307.5017339235996,307.5017339235996,4.017910121905831,2.743316048093543,
10,2021,07,07,27,N,Y,2,1161.0562370442897,463.5595655946967,301.4857821244537,301.4857821244537,3.3931509217500238,3.0057350859306515,
11,2021,07,07,27,N,Y,2,1127.7739379699249,481.86751691729324,301.20691861954157,301.20691861954157,3.1175218078682794,2.9024980857517457,
12,2021,07,07,27,N,Y,2,1084.6998045957096,505.9945893725587,316.4536125788604,316.4536125788604,3.964573302876594,2.780074660490554,
13,2021,07,07,27,N,Y,2,1061.8942657928194,525.95262893743,323.1920171973409,323.1920171973409,7.691193117149622,3.306878796700048,
14,2021,07,07,27,N,Y,2,1015.0529605263157,540.4977763157893,332.3947690487744,332.3947690487744,2.7599108324735315,3.540919647420465,
15,2021,07,07,27,N,Y,2,981.9313817035752,533.3455278406344,351.36031808092656,351.36031808092656,4.383374031669916,3.83755261417143,
0,2020,07,28,24,N,N,0,844.3643355263158,437.62111842105264,240.93733226008402,240.93733226008402,1.018542454876812,3.553756170352454,
1,2020,07,28,24,N,N,0,853.5250554511277,445.4391315789474,242.33771752970557,242.33771752970557,0.8811272161513951,1.7972265163842422,
2,2020,07,28,24,N,N,0,877.3065231594655,462.8764185979359,227.51837402406036,227.51837402406036,3.580257812353261,1.8143412538682562,
3,2020,07,28,24,N,N,0,910.7913102528756,460.61931121171364,187.248974763437,187.248974763437,2.691093673244596,2.147539956101977,0.18613311594279738
4,2020,07,28,24,N,N,0,927.2702104436296,488.92368698203427,177.27222988608344,177.27222988608344,5.451767202105683,1.4215086289430678,0.15972660127036672
5,2020,07,28,24,N,N,0,985.4854508402336,495.97022798913184,141.51281316205933,141.51281316205933,3.7958782423499273,1.7782537788464252,0.18645704758577505
6,2020,07,28,24,N,N,0,1075.134707706767,504.6468712406015,139.332768118436,139.332768118436,1.480485611608631,2.439258336039687,0.2427068425876627
7,2020,07,28,24,N,N,0,1138.6570327407796,500.5925570984841,168.84937821946514,168.84937821946514,3.073828352700269,2.4750400861212265,0.259033096564788
8,2020,07,28,24,N,N,0,1183.970954291282,501.08313345008423,202.65419394063633,202.65419394063633,2.912274038690662,1.811383796490885,0.25575625806884483
9,2020,07,28,24,N,N,0,1236.8575140977441,506.87200093984967,239.27087866838528,239.27087866838528,2.7142225997546907,1.9166531615273215,0.2723306895040232
10,2020,07,28,24,N,N,0,1266.1178815789474,541.3829736842105,288.9877561091355,288.9877561091355,1.1708375252721772,1.695517633163817,0.3539361819977848
11,2020,07,28,24,N,N,0,1325.3280310150374,569.8843862781955,335.4635316202028,335.4635316202028,2.1465402513084006,1.823618840510729,0.28085015833996446
12,2020,07,28,24,N,N,0,1413.8860503177114,549.7874373671963,305.71576723399613,305.71576723399613,4.427073843199982,2.165262182505391,0.2933781513893586
13,2020,07,28,24,N,N,0,1450.1648233082708,548.5273806390976,263.6403312104367,263.6403312104367,1.6695008608674364,2.4209671136621265,0.3126141329053235
14,2020,07,28,24,N,N,0,1520.7756857708416,540.5217880181539,215.9761297158149,215.9761297158149,2.3589409794412632,2.4270000776470355,0.3322734153579386
0,2021,10,06,26,Y,N,0,1455.9481729323306,384.6251917293233,263.87133137612864,263.87133137612864,1.5709569171206028,4.017674683752989,0.2801951295891345
1,2021,10,06,26,Y,N,0,1477.577388157895,401.5195657894737,315.67222382823024,315.67222382823024,0.8285531594668505,2.772368564234911,0.2976521408001232
2,2021,10,06,26,Y,N,0,1530.0235065789473,390.92019736842104,322.92596106236925,322.92596106236925,1.4196207593467933,1.835882204946654,0.34465887071572254
3,2021,10,06,26,Y,N,0,1615.0491118421053,399.33439473684206,267.6874064624911,267.6874064624911,1.245894035097684,2.310987777804897,0.3658277696712407
4,2021,10,06,26,Y,N,0,1676.441,421.94499342105263,238.7538248687405,238.7538248687405,0.8998168822606459,1.8632966639004394,0.36487556123528003
5,2021,10,06,26,Y,N,0,1713.1275460526317,426.3331973684211,244.07598201541734,244.07598201541734,0.5027005615566302,1.7357005891205124,0.2542380276021283
6,2021,10,06,26,Y,N,0,1724.633,415.10275000000007,255.39675534613426,255.39675534613426,0.43517826283996813,1.348078974747298,
7,2021,10,06,26,Y,N,0,1712.9872399383792,399.81368288427757,264.24382576049413,264.24382576049413,1.284376517783377,1.4766522122739476,
8,2021,10,06,26,Y,N,0,1679.8652368421053,403.8545328947368,278.2247105069412,278.2247105069412,0.743680727711189,2.0939657680926778,
9,2021,10,06,26,Y,N,0,1656.3599934210526,406.54184586466164,266.2271466765445,266.2271466765445,2.1665010417481474,1.740449692752324,
10,2021,10,06,26,Y,N,0,1620.0933328805022,416.7898771363786,220.96186011237904,220.96186011237904,0.9983336955124374,2.020637745493131,
11,2021,10,06,26,Y,N,0,1577.3919097744363,421.51203571428573,195.84670751485473,195.84670751485473,1.6636367389302513,1.7896899149413468,
12,2021,10,06,26,Y,N,0,1569.7294444544525,426.48795796344615,152.78896778383617,152.78896778383617,2.4418747786603934,2.2185323527195053,
13,2021,10,06,26,Y,N,0,1560.3704053884715,424.3148173558898,141.20924685923197,141.20924685923197,2.0733730083311728,2.597551809575375,
14,2021,10,06,26,Y,N,0,1491.8961174812027,426.8528280075188,129.36182594156693,129.36182594156693,1.9379975237143872,3.1693785337625955,
15,2021,10,06,26,Y,N,0,1424.6293145929449,413.5047744360902,135.91066473598684,135.91066473598684,1.7747382088164507,4.455997810578097,
0,2021,07,07,06,N,Y,2,1177.2531209605618,317.059883996752,369.300253048425,369.300253048425,4.568767166946755,3.9417970809418175,
1,2021,07,07,06,N,Y,2,1193.2993157894737,315.00959680451126,348.45035606797205,348.45035606797205,3.106192531052771,3.0788906594827647,
2,2021,07,07,06,N,Y,2,1191.4844736842106,300.8040037593985,315.1076054710094,315.1076054710094,2.560100161311041,3.281095563990301,
3,2021,07,07,06,N,Y,2,1162.5098712406013,315.2616983082707,277.15935964129454,277.15935964129454,5.652629512824686,3.5015491163404047,
4,2021,07,07,06,N,Y,2,1129.9985986842105,341.9833092105264,259.6113896061499,259.6113896061499,2.727225967502727,3.6349483948405523,
5,2021,07,07,06,N,Y,2,1102.7358890977443,363.7344783834586,239.78192990889636,239.78192990889636,3.036170921139115,3.195574094902371,
6,2021,07,07,06,N,Y,2,1082.1633336082584,374.54234198472545,223.78627326789416,223.78627326789416,4.618154525455341,2.7231444230850115,
7,2021,07,07,06,N,Y,2,1049.4079238842944,373.5940665284293,220.9649707746891,220.9649707746891,3.0918430796975604,3.2036757732187726,
8,2021,07,07,06,N,Y,2,1027.5839679232176,369.509128329728,222.5028695799882,222.5028695799882,5.126907000529326,3.356784204760995,
9,2021,07,07,06,N,Y,2,1055.1699700493152,354.6627931285977,258.41324310515745,258.41324310515745,4.256889206314685,2.4005477954846763,
10,2021,07,07,06,N,Y,2,1027.7610634908278,327.2693667675062,257.12952413000147,257.12952413000147,2.822591913068049,2.1739268111145202,
11,2021,07,07,06,N,Y,2,1019.5662894597058,339.9190847050718,275.7727116797601,275.7727116797601,4.198892225686631,2.527065115111127,
12,2021,07,07,06,N,Y,2,982.8413386330299,362.9530882822107,271.27915438904324,271.27915438904324,7.665821385701487,2.5479968062844436,
13,2021,07,07,06,N,Y,2,1017.8902099370193,338.9331075595347,282.71599334835867,282.71599334835867,5.244936972031994,3.107102101974393,
14,2021,07,07,06,N,Y,2,976.647787366439,336.1230827771823,285.2658276172874,285.2658276172874,2.006021948271207,4.048589020628495,
0,2021,10,08,27,N,Y,0,943.3182593984963,437.30797368421054,227.52485101806306,227.52485101806306,3.7029333727926907,3.077768363094581,
1,2021,10,08,27,N,Y,0,966.6749736842105,442.2250733082706,312.7875722356433,312.7875722356433,4.014210944750459,1.84865891090351,
2,2021,10,08,27,N,Y,0,977.537356516291,462.84535839599,312.336006327527,312.336006327527,7.721904234873023,2.2161928165004974,
3,2021,10,08,27,N,Y,0,933.8140721572863,480.11891830634875,249.35802875678377,249.35802875678377,9.98791771056171,2.0661282701974315,
4,2021,10,08,27,N,Y,0,933.7626842105265,497.77618170426075,199.62762467009978,199.62762467009978,1.3798736884248135,2.3866508368924735,
5,2021,10,08,27,N,Y,0,948.882760651629,527.4085751879699,173.24304088102642,173.24304088102642,0.8237083425991895,3.408199485232237,
6,2021,10,08,27,N,Y,0,1014.613379095936,551.252264114473,250.20171723451034,250.20171723451034,5.8544858709345,2.329639830413824,
7,2021,10,08,27,N,Y,0,991.366210526316,573.2072631578949,194.19955043754672,194.19955043754672,0.5772844462010941,2.565339784868871,0.223821091114186
8,2021,10,08,27,N,Y,0,1023.6952443609022,586.7710664160401,224.7170276124032,224.7170276124032,2.2391277200685593,2.4321989764681438,0.2599621189537879
9,2021,10,08,27,N,Y,0,1068.0037499418784,598.5109521484659,246.14581639085455,246.14581639085455,1.979337998282589,2.8041563699799394,0.2879962248993823
10,2021,10,08,27,N,Y,0,1117.681037593985,607.0890363408522,261.3756052984141,261.3756052984141,1.232384951190322,2.7922122553010036,0.28963281099291477
11,2021,10,08,27,N,Y,0,1212.5468260651628,589.6040518796993,269.6664702836328,269.6664702836328,4.189532230559396,2.0494367466549446,0.33755933740798466
12,2021,10,08,27,N,Y,0,1300.9839829481557,570.9254101969567,288.43026191599495,288.43026191599495,6.696853260768314,2.059867308239358,0.3007235118402339
13,2021,10,08,27,N,Y,0,1331.42051290039,555.4513654220491,291.6956215563993,291.6956215563993,3.8871445429853217,2.5832070359356223,0.42239192513691554
14,2021,10,08,27,N,Y,0,1384.612447368421,491.23198903508774,293.034819646283,293.034819646283,4.4311301034402595,2.8176064167082506,0.29776100554411905
15,2021,10,08,27,N,Y,0,1410.6303101503759,481.6695845864662,302.39041581800154,302.39041581800154,1.3054828242663075,3.2736697149271357,0.3567127997509085
0,2021,10,06,21,Y,N,0,1097.2520855263158,364.5504342105263,321.0123335664146,321.0123335664146,0.27984947357314127,4.8124362698923315,
1,2021,10,06,21,Y,N,0,1095.374465219728,376.02089652402793,351.70051697096505,351.70051697096505,3.3214762662427635,1.7054008588992098,
2,2021,10,06,21,Y,N,0,1106.0578289473685,360.1493421052631,353.973500621456,353.973500621456,0.21084731932891532,1.6664553022839517,
3,2021,10,06,21,Y,N,0,1111.9257631578946,357.67012500000004,369.00926276331313,369.00926276331313,0.23557744765104283,1.6890477463376308,
4,2021,10,06,21,Y,N,0,1123.1974539473686,358.9127763157895,372.1973366312424,372.1973366312424,0.2647798225711575,1.9650126895263365,
5,2021,10,06,21,Y,N,0,1143.3782434210525,352.01009210526314,373.00611213489066,373.00611213489066,0.5179535145948777,1.792315846876936,0.20614686237477448
6,2021,10,06,21,Y,N,0,1170.1574802631578,348.1373552631579,376.0166077170786,376.0166077170786,0.6032112894719528,1.948076351906564,0.23538870683807636
7,2021,10,06,21,Y,N,0,1209.6022875939848,338.7495197368421,379.47718156162574,379.47718156162574,1.7830646331001356,1.9006650659798847,0.28662881245453903
8,2021,10,06,21,Y,N,0,1254.8791325187972,333.73997368421055,349.3610112799235,349.3610112799235,2.372127980698496,2.147694291068857,0.27458672732734873
9,2021,10,06,21,Y,N,0,1303.5521578947369,338.97780921052635,328.16130467432265,328.16130467432265,0.811941000907816,1.8118966503173823,0.25955611591486927
10,2021,10,06,21,Y,N,0,1354.9087171052631,342.37153759398495,323.36970595596136,323.36970595596136,1.0300607673426965,1.6750420688395822,0.2695054574836587
11,2021,10,06,21,Y,N,0,1404.2171284104859,358.63101339991925,349.21601631420805,349.21601631420805,1.247534510914285,2.6150488405318377,0.25833650186245083
12,2021,10,06,21,Y,N,0,1455.5417490601503,346.40145958646616,362.89486182224124,362.89486182224124,1.1960974342438209,2.7454144494847808,0.3044835745875757
0,2021,07,07,21,N,Y,0,670.1537356201497,338.6605750979299,359.64110028983686,359.64110028983686,0.4242792420220884,4.572058843082116,0.22895051338969724
1,2021,07,07,21,N,Y,0,696.7541760651629,324.1425592105263,365.7820309401699,365.7820309401699,3.5230470155607483,1.79804906802745,0.2855413846358064
2,2021,07,07,21,N,Y,0,726.1397828947369,299.36556498317367,366.29087108440166,366.29087108440166,0.8681683115349204,2.1577188867056223,0.3571129021334681
3,2021,07,07,21,N,Y,0,784.779595731112,284.77927631578956,389.21818375644244,389.21818375644244,2.155932347111603,2.244616540468102,0.320649590310842
4,2021,07,07,21,N,Y,0,822.653847744361,282.3182011278195,433.8145242060336,433.8145242060336,1.1250552332996722,2.0575388540766104,0.22153463515034913
5,2021,07,07,21,N,Y,0,909.4602755595268,288.5991102741963,445.2768533174315,445.2768533174315,12.564692314157831,2.0680245225861196,0.2525226340816713
6,2021,07,07,21,N,Y,0,1019.521191702541,326.4514121857448,457.03717242232835,457.03717242232835,15.533621462005181,2.2351056708212673,0.23359897093379758
7,2021,07,07,21,N,Y,0,1086.2025323227422,343.1967419435686,437.6682506237111,437.6682506237111,7.212205048993251,1.4857363872558624,0.21412516319702724
8,2021,07,07,21,N,Y,0,1177.0559503750053,349.6879789246238,300.9433483340162,300.9433483340162,4.262466962765228,1.7539240365649178,0.24335554097417522
9,2021,07,07,21,N,Y,0,1116.4655078320802,343.89407706766923,349.73060559603664,349.73060559603664,6.933452982027426,1.9497266739227854,0.2807682469683913
10,2021,07,07,21,N,Y,0,1102.7883045112783,338.86579511278194,380.60146945279087,380.60146945279087,1.9502131230215063,2.557024414210394,0.29192681543954746
11,2021,07,07,21,N,Y,0,1082.5037852805704,348.53976809669854,383.57190500477094,383.57190500477094,3.463567867186124,3.206331146828957,
12,2021,07,07,21,N,Y,0,1079.3693676136115,325.25863516756635,402.1396111315005,402.1396111315005,4.427262144340979,3.8219462534146067,
13,2021,07,07,21,N,Y,0,1119.168676717395,327.70113582775423,382.93943231990335,382.93943231990335,7.521694405673833,2.993504122759386,
14,2021,07,07,21,N,Y,0,1186.1908741252191,373.80916958390935,360.85071168833247,360.85071168833247,3.7893974103205195,6.482032611934753,
0,2021,03,25,07,N,N,2,822.8647697368422,347.6438157894737,327.8484474807751,327.8484474807751,1.3982886411007593,2.607548356175173,0.26866484560191795
1,2021,03,25,07,N,N,2,865.3002525170864,341.39043169344,365.09284102242776,365.09284102242776,1.2144285168565478,2.804209736566832,0.26733976021712763
2,2021,03,25,07,N,N,2,924.1693402255638,334.38489943609017,397.05646099006464,397.05646099006464,2.5137515195726388,2.652968703866145,0.2540169587507974
3,2021,03,25,07,N,N,2,967.9390706495609,331.94206829355034,434.62439084444065,434.62439084444065,5.5147797511315995,2.4033849553550453,0.21470694880215402
4,2021,03,25,07,N,N,2,961.3069952608048,341.2056521868383,467.0744503881359,467.0744503881359,9.494209696074327,2.690382233345835,
5,2021,03,25,07,N,N,2,913.1914823426665,379.73763558036575,486.4648856766569,486.4648856766569,3.2030667130553776,3.1114373701136784,
6,2021,03,25,07,N,N,2,857.2577240674777,427.0568866052255,465.81515599255476,465.81515599255476,10.891653462435407,2.788446002891083,
7,2021,03,25,07,N,N,2,928.6074135338346,441.2239389097744,364.8080843386011,364.8080843386011,2.2343716920455687,4.163232429230241,
8,2021,03,25,07,N,N,2,992.881064932394,403.6119542330615,280.4616133383993,280.4616133383993,1.6290308545311842,2.9400810860837,
9,2021,03,25,07,N,N,2,1011.8930526315789,394.2279868421052,244.85912554642795,244.85912554642795,1.7247560709674625,3.117424994930421,
10,2021,03,25,07,N,N,2,1023.0775686090226,376.2497998120301,256.6720087391772,256.6720087391772,2.5039912718849107,2.5336646244495933,
11,2021,03,25,07,N,N,2,1022.8142412921261,371.3413155251745,261.0955250455401,261.0955250455401,3.231841156641549,2.5566189900286123,
12,2021,03,25,07,N,N,2,1009.3823787593983,365.9249210526316,241.1077343698513,241.1077343698513,2.3999875931294397,3.2361087621251388,
13,2021,03,25,07,N,N,2,975.8511315789474,360.2171447368421,221.38404998559173,221.38404998559173,2.8116258064452713,4.300111892583119,
0,2021,08,03,07,Y,N,0,1159.7972335851875,404.73321676941885,325.86211743311,325.86211743311,1.7207628060243827,2.168956043956044,
1,2021,08,03,07,Y,N,0,1176.2797914107534,391.843980672932,325.8524413468774,325.8524413468774,1.9174764816138015,2.245227102618743,
2,2021,08,03,07,Y,N,0,1186.3712080754062,431.75799763341513,288.4366812230769,288.4366812230769,1.2083949040350026,2.005879833869894,0.27876987895807426
